x	y	new_x	new_y	pixel_x	pixel_y	selected
11	3	10.892	3.034	2881.66	593.57	1
10	3	9.872	3.033	2584.52	593.28	1
10	4	9.879	4.06	2586.56	892.98	1
11	4	10.9	4.08	2883.99	898.82	1
9	4	8.949	4.086	2315.64	900.57	1
12	4	11.981	4.106	3198.9	906.4	1
13	4	12.968	4.106	3486.43	906.4	1
11	5	10.895	5.041	2882.54	1179.26	1
10	5	9.874	5.05	2585.11	1181.89	1
13	5	12.957	5.082	3483.22	1191.22	1
9	5	8.928	5.079	2309.53	1190.35	1
14	5	13.934	5.088	3767.84	1192.97	1
8	5	7.891	5.104	2007.43	1197.64	1
12	5	11.994	5.148	3202.69	1210.48	1
11	6	10.871	6.034	2875.55	1469.04	1
10	6	9.879	6.075	2586.56	1481	1
12	6	11.983	6.093	3199.49	1486.26	1
14	6	13.954	6.081	3773.66	1482.76	1
15	6	14.942	6.082	4061.48	1483.05	1
7	6	6.898	6.091	1718.16	1485.67	1
9	6	8.931	6.094	2310.4	1486.55	1
13	6	12.978	6.099	3489.34	1488.01	1
8	6	7.922	6.211	2016.47	1520.69	1
11	7	10.865	6.997	2873.8	1750.07	1
10	7	9.869	7.013	2583.65	1754.73	1
16	7	15.88	7.016	4334.73	1755.61	1
8	7	7.883	7.029	2005.1	1759.4	1
15	7	14.954	7.04	4064.97	1762.61	1
7	7	6.887	7.046	1714.96	1764.37	1
9	7	8.959	7.052	2318.56	1766.12	1
12	7	12.033	7.07	3214.05	1771.37	1
13	7	12.958	7.067	3483.51	1770.49	1
14	7	13.955	7.071	3773.95	1771.66	1
11	8	10.892	7.978	2881.66	2036.34	1
10	8	9.875	7.989	2585.4	2039.55	1
7	8	6.889	8.015	1715.54	2047.14	1
8	8	7.893	8.006	2008.02	2044.52	1
14	8	13.942	8.006	3770.17	2044.52	1
6	8	5.874	8.015	1419.86	2047.14	1
12	8	11.998	8.027	3203.85	2050.64	1
13	8	12.961	8.022	3484.39	2049.18	1
16	8	15.879	8.016	4334.44	2047.43	1
17	8	16.864	8.035	4621.38	2052.98	1
9	8	8.945	8.053	2314.48	2058.23	1
11	9	10.873	8.963	2876.13	2323.79	1
10	9	9.868	8.953	2583.36	2320.87	1
9	9	8.945	8.972	2314.48	2326.42	1
16	9	15.876	8.97	4333.56	2325.83	1
4	9	3.965	8.995	863.74	2333.13	1
8	9	7.898	8.989	2009.47	2331.38	1
7	9	6.895	8.994	1717.29	2332.84	1
18	9	17.885	8.999	4918.81	2334.3	1
15	9	14.942	8.998	4061.48	2334	1
14	9	13.941	9.001	3769.88	2334.88	1
5	9	4.876	9.006	1129.13	2336.34	1
6	9	5.87	9.007	1418.69	2336.63	1
13	9	12.967	9.014	3486.14	2338.67	1
17	9	16.871	9.006	4623.42	2336.34	1
12	9	12.023	9.022	3211.14	2341.01	1
11	10	10.896	9.956	2882.83	2613.57	1
19	10	18.92	9.952	5220.32	2612.4	1
10	10	9.874	9.955	2585.11	2613.28	1
20	10	19.939	9.964	5517.17	2615.91	1
15	10	14.963	9.964	4067.6	2615.91	1
16	10	15.875	9.963	4333.27	2615.61	1
17	10	16.881	9.971	4626.33	2617.95	1
18	10	17.882	9.968	4917.94	2617.07	1
8	10	7.872	9.97	2001.9	2617.66	1
9	10	8.936	9.979	2311.86	2620.28	1
5	10	4.899	9.982	1135.83	2621.16	1
13	10	12.972	9.994	3487.59	2624.66	1
7	10	6.891	9.988	1716.12	2622.91	1
4	10	3.95	9.995	859.37	2624.95	1
12	10	12.015	10.012	3208.81	2629.91	1
14	10	13.935	10.008	3768.13	2628.75	1
6	10	5.875	10.007	1420.15	2628.45	1
10	11	9.882	10.937	2587.44	2899.85	1
9	11	8.94	10.946	2313.02	2902.48	1
8	11	7.881	10.949	2004.52	2903.35	1
21	11	20.876	10.936	5790.13	2899.56	1
5	11	4.883	10.968	1131.17	2908.9	1
19	11	18.911	10.951	5217.7	2903.94	1
16	11	15.898	10.958	4339.97	2905.98	1
20	11	19.964	10.957	5524.45	2905.69	1
4	11	3.954	10.971	860.54	2909.77	1
7	11	6.892	10.976	1716.41	2911.23	1
18	11	17.884	10.968	4918.52	2908.9	1
17	11	16.864	10.975	4621.38	2910.94	1
6	11	5.861	10.989	1416.07	2915.03	1
13	11	12.979	10.987	3489.63	2914.44	1
3	11	2.933	10.993	563.11	2916.19	1
12	11	12.027	11.003	3212.3	2919.11	1
15	11	14.956	10.979	4065.56	2912.11	1
14	11	13.915	10.995	3762.3	2916.78	1
22	12	21.884	11.91	6083.77	3183.79	1
20	12	19.949	11.927	5520.08	3188.76	1
21	12	20.875	11.922	5789.84	3187.3	1
11	12	10.885	11.938	2879.62	3191.97	1
14	12	13.931	11.942	3766.96	3193.13	1
10	12	9.887	11.945	2588.89	3194.01	1
19	12	18.909	11.944	5217.12	3193.72	1
4	12	3.966	11.944	864.03	3193.72	1
15	12	14.948	11.948	4063.23	3194.88	1
12	12	12.017	11.971	3209.39	3201.6	1
13	12	12.992	11.953	3493.42	3196.34	1
5	12	4.883	11.954	1131.17	3196.63	1
16	12	15.882	11.952	4335.31	3196.05	1
17	12	16.874	11.96	4624.29	3198.39	1
3	12	2.941	11.969	565.44	3201.01	1
8	12	7.908	11.975	2012.39	3202.76	1
7	12	6.905	11.981	1720.2	3204.51	1
9	12	8.983	11.981	2325.55	3204.51	1
2	12	1.983	11.984	286.36	3205.39	1
6	12	5.861	11.982	1416.07	3204.81	1
18	12	17.895	11.986	4921.72	3205.97	1
11	13	10.894	12.919	2882.25	3478.24	1
21	13	20.896	12.925	5795.95	3480	1
19	13	18.906	12.923	5216.24	3479.41	1
22	13	21.9	12.935	6088.43	3482.91	1
20	13	19.954	12.937	5521.54	3483.5	1
9	13	8.944	12.943	2314.19	3485.25	1
10	13	9.872	12.946	2584.52	3486.12	1
23	13	23.006	12.961	6410.62	3490.5	1
24	13	23.971	12.949	6691.74	3487	1
18	13	17.893	12.946	4921.14	3486.12	1
16	13	15.899	12.948	4340.26	3486.71	1
4	13	3.969	12.959	864.91	3489.92	1
5	13	4.932	12.959	1145.44	3489.92	1
7	13	6.904	12.958	1719.91	3489.63	1
8	13	7.888	12.959	2006.56	3489.92	1
13	13	12.992	12.962	3493.42	3490.79	1
14	13	13.862	12.971	3746.86	3493.42	1
15	13	14.958	12.965	4066.14	3491.67	1
17	13	16.855	12.965	4618.76	3491.67	1
12	13	12.023	12.979	3211.14	3495.75	1
3	13	2.9	12.974	553.49	3494.29	1
6	13	5.866	12.972	1417.53	3493.71	1
2	13	1.977	12.984	284.61	3497.21	1
21	14	20.891	13.892	5794.5	3762.19	1
22	14	21.909	13.905	6091.05	3765.98	1
11	14	10.884	13.901	2879.33	3764.82	1
20	14	19.954	13.905	5521.54	3765.98	1
10	14	9.873	13.922	2584.82	3770.94	1
4	14	3.96	13.949	862.29	3778.82	1
16	14	15.903	13.93	4341.43	3773.28	1
15	14	14.954	13.937	4064.97	3775.32	1
9	14	8.955	13.946	2317.39	3777.95	1
13	14	12.98	13.946	3489.92	3777.95	1
19	14	18.908	13.942	5216.82	3776.78	1
12	14	12.03	13.956	3213.18	3780.87	1
17	14	16.878	13.945	4625.46	3777.66	1
23	14	23.016	13.96	6413.54	3782.03	1
18	14	17.856	13.948	4910.36	3778.53	1
24	14	23.973	13.956	6692.32	3780.87	1
25	14	24.966	13.956	6981.6	3780.87	1
8	14	7.895	13.962	2008.6	3782.62	1
3	14	2.927	13.969	561.36	3784.66	1
5	14	4.896	13.97	1134.95	3784.95	1
6	14	5.879	13.965	1421.31	3783.49	1
14	14	13.898	13.967	3757.35	3784.08	1
7	14	6.903	13.969	1719.62	3784.66	1
2	14	1.974	13.98	283.74	3787.87	1
18	15	17.867	14.886	4913.57	4052.26	1
22	15	21.899	14.907	6088.14	4058.39	1
21	15	20.872	14.911	5788.96	4059.56	1
11	15	10.901	14.946	2884.29	4069.77	1
23	15	23.016	14.955	6413.54	4072.4	1
9	15	8.959	14.94	2318.56	4068.02	1
14	15	13.959	14.947	3775.12	4070.06	1
16	15	15.897	14.935	4339.68	4066.56	1
20	15	19.964	14.936	5524.45	4066.85	1
5	15	4.896	14.943	1134.95	4068.9	1
8	15	7.905	14.941	2011.51	4068.31	1
10	15	9.881	14.951	2587.15	4071.23	1
24	15	23.984	14.938	6695.53	4067.44	1
25	15	24.969	14.942	6982.47	4068.6	1
26	15	25.955	14.946	7269.7	4069.77	1
4	15	3.965	14.968	863.74	4076.19	1
12	15	12.027	14.967	3212.3	4075.9	1
13	15	12.97	14.961	3487.01	4074.15	1
15	15	14.953	14.96	4064.68	4073.86	1
17	15	16.868	14.95	4622.55	4070.94	1
7	15	6.901	14.959	1719.04	4073.56	1
19	15	18.912	14.968	5217.99	4076.19	1
6	15	5.862	14.969	1416.36	4076.48	1
2	15	1.979	14.982	285.19	4080.28	1
3	15	2.936	14.988	563.98	4082.03	1
22	16	21.907	15.915	6090.47	4352.55	1
10	16	9.87	15.911	2583.94	4351.38	1
11	16	10.817	15.941	2859.81	4360.14	1
21	16	20.879	15.919	5791	4353.72	1
27	16	26.909	15.912	7547.62	4351.67	1
9	16	8.972	15.928	2322.34	4356.34	1
16	16	15.907	15.921	4342.6	4354.3	1
15	16	14.946	15.927	4062.64	4356.05	1
20	16	19.974	15.929	5527.36	4356.63	1
26	16	25.976	15.928	7275.82	4356.34	1
28	16	27.861	15.934	7824.95	4358.09	1
5	16	4.857	15.928	1123.59	4356.34	1
25	16	24.963	15.931	6980.72	4357.22	1
19	16	18.905	15.939	5215.95	4359.55	1
14	16	13.938	15.945	3769	4361.3	1
18	16	17.896	15.951	4922.02	4363.05	1
17	16	16.879	15.951	4625.75	4363.05	1
24	16	23.969	15.949	6691.16	4362.47	1
8	16	7.91	15.947	2012.97	4361.89	1
7	16	6.896	15.956	1717.58	4364.51	1
13	16	12.989	15.959	3492.55	4365.39	1
6	16	5.875	15.959	1420.15	4365.39	1
2	16	1.982	15.961	286.07	4365.97	1
4	16	3.978	15.965	867.53	4367.14	1
23	16	23.02	15.972	6414.7	4369.18	1
12	16	12.029	15.998	3212.89	4376.77	1
3	16	2.946	15.983	566.89	4372.39	1
22	17	21.894	16.912	6086.68	4643.5	1
27	17	26.909	16.903	7547.62	4640.87	1
21	17	20.904	16.914	5798.28	4644.08	1
29	17	28.937	16.924	8138.4	4647	1
28	17	27.882	16.921	7831.06	4646.12	1
11	17	10.901	16.941	2884.29	4651.96	1
26	17	25.965	16.922	7272.62	4646.41	1
19	17	18.915	16.929	5218.86	4648.46	1
16	17	15.895	16.934	4339.1	4649.92	1
20	17	19.962	16.936	5523.87	4650.5	1
10	17	9.874	16.944	2585.11	4652.83	1
5	17	4.907	16.957	1138.16	4656.63	1
8	17	7.917	16.948	2015.01	4654	1
17	17	16.882	16.944	4626.63	4652.83	1
25	17	24.959	16.947	6979.56	4653.71	1
4	17	3.971	16.95	865.49	4654.59	1
13	17	12.983	16.954	3490.8	4655.75	1
14	17	13.96	16.949	3775.41	4654.29	1
18	17	17.903	16.949	4924.06	4654.29	1
23	17	23.028	16.96	6417.03	4657.5	1
15	17	14.951	16.955	4064.1	4656.04	1
24	17	23.992	16.96	6697.86	4657.5	1
12	17	12.047	16.983	3218.13	4664.22	1
3	17	2.947	16.975	567.19	4661.88	1
6	17	5.889	16.979	1424.23	4663.05	1
2	17	1.969	16.985	282.28	4664.8	1
7	17	6.908	16.989	1721.07	4665.97	1
9	17	8.905	17.019	2302.83	4674.72	1
8	18	7.886	17.919	2005.98	4937.36	1
22	18	21.921	17.92	6094.55	4937.65	1
21	18	20.875	17.922	5789.84	4938.24	1
30	18	29.907	17.924	8420.97	4938.82	1
11	18	10.878	17.944	2877.58	4944.66	1
10	18	9.877	17.941	2585.98	4943.78	1
9	18	8.925	17.934	2308.65	4941.74	1
4	18	3.944	17.94	857.62	4943.49	1
24	18	23.955	17.95	6687.08	4946.41	1
16	18	15.89	17.937	4337.64	4942.62	1
17	18	16.854	17.941	4618.47	4943.78	1
28	18	27.883	17.949	7831.35	4946.12	1
5	18	4.876	17.954	1129.13	4947.58	1
29	18	28.882	17.957	8122.38	4948.45	1
12	18	12.008	17.963	3206.77	4950.2	1
23	18	23.015	17.969	6413.24	4951.95	1
19	18	18.908	17.959	5216.82	4949.04	1
20	18	19.95	17.962	5520.37	4949.91	1
27	18	26.885	17.96	7540.62	4949.33	1
7	18	6.881	17.967	1713.21	4951.37	1
15	18	14.96	17.963	4066.72	4950.2	1
6	18	5.876	17.976	1420.44	4954	1
13	18	12.969	17.975	3486.72	4953.7	1
25	18	24.948	17.984	6976.35	4956.33	1
3	18	2.929	17.976	561.94	4954	1
2	18	1.987	17.983	287.53	4956.04	1
14	18	13.928	17.985	3766.09	4956.62	1
26	18	25.901	17.991	7253.97	4958.37	1
