x	y	new_x	new_y	pixel_x	pixel_y	selected
18	9	17.901	9.108	4905.52	2362.53	1
17	10	16.858	10.095	4602.78	2650.12	1
18	10	17.866	10.1	4895.36	2651.58	1
16	10	15.884	10.115	4320.08	2655.95	1
19	11	18.896	11.068	5194.31	2933.64	1
18	11	17.83	11.071	4884.91	2934.51	1
17	11	16.872	11.095	4606.85	2941.5	1
15	11	14.879	11.112	4028.38	2946.46	1
16	11	15.908	11.125	4327.05	2950.25	1
17	12	16.847	12.076	4599.59	3227.35	1
18	12	17.862	12.109	4894.2	3236.97	1
19	12	18.872	12.116	5187.35	3239.01	1
15	12	14.871	12.122	4026.06	3240.75	1
14	12	13.929	12.126	3752.64	3241.92	1
13	12	12.925	12.133	3461.23	3243.96	1
16	12	15.925	12.126	4331.98	3241.92	1
19	13	18.921	13.084	5201.57	3521.06	1
15	13	14.896	13.079	4033.31	3519.61	1
16	13	15.822	13.085	4302.09	3521.36	1
17	13	16.899	13.108	4614.68	3528.06	1
18	13	17.854	13.104	4891.87	3526.89	1
14	13	13.912	13.118	3747.71	3530.97	1
20	13	19.903	13.127	5486.6	3533.59	1
12	13	11.989	13.135	3189.56	3535.92	1
13	13	13.007	13.148	3485.03	3539.71	1
11	14	10.82	14.027	2850.26	3795.84	1
17	14	16.843	14.087	4598.43	3813.32	1
18	14	17.881	14.091	4899.71	3814.49	1
15	14	14.856	14.091	4021.7	3814.49	1
16	14	15.925	14.113	4331.98	3820.9	1
13	14	12.933	14.109	3463.55	3819.73	1
20	14	20.057	14.127	5531.29	3824.98	1
14	14	13.975	14.131	3765.99	3826.14	1
19	14	18.879	14.149	5189.38	3831.39	1
12	14	11.957	14.169	3180.27	3837.21	1
13	15	13.064	14.824	3501.58	4028.07	1
11	15	10.853	15.011	2859.83	4082.56	1
15	15	14.918	15.094	4039.7	4106.74	1
10	15	9.827	15.08	2562.04	4102.66	1
19	15	18.921	15.087	5201.57	4104.7	1
18	15	17.878	15.085	4898.84	4104.12	1
14	15	13.928	15.087	3752.35	4104.7	1
17	15	16.881	15.091	4609.46	4105.87	1
20	15	20.056	15.106	5531	4110.24	1
16	15	15.888	15.115	4321.24	4112.86	1
9	15	8.977	15.135	2315.32	4118.69	1
12	15	11.933	15.151	3173.3	4123.35	1
11	16	10.837	16.039	2855.19	4382.1	1
21	16	20.877	16.063	5769.3	4389.09	1
17	16	16.902	16.074	4615.56	4392.3	1
9	16	9.041	16.079	2333.9	4393.75	1
10	16	9.829	16.078	2562.62	4393.46	1
20	16	20.114	16.081	5547.84	4394.34	1
19	16	18.838	16.087	5177.48	4396.09	1
18	16	17.931	16.101	4914.22	4400.16	1
15	16	14.871	16.123	4026.06	4406.58	1
12	16	11.977	16.137	3186.07	4410.65	1
8	16	7.849	16.151	1987.92	4414.73	1
16	16	15.858	16.144	4312.53	4412.69	1
13	16	12.983	16.161	3478.07	4417.65	1
11	17	10.842	17.07	2856.64	4682.51	1
17	17	16.889	17.076	4611.78	4684.26	1
12	17	11.981	17.118	3187.24	4696.5	1
16	17	15.88	17.108	4318.92	4693.59	1
6	17	5.811	17.118	1396.39	4696.5	1
21	17	20.856	17.109	5763.2	4693.88	1
10	17	9.83	17.121	2562.91	4697.37	1
20	17	20.061	17.126	5532.46	4698.83	1
7	17	6.876	17.139	1705.51	4702.62	1
8	17	7.855	17.143	1989.66	4703.79	1
19	17	18.877	17.181	5188.8	4714.86	1
13	17	12.98	17.188	3477.2	4716.9	1
18	17	17.874	17.185	4897.68	4716.02	1
9	17	8.952	17.2	2308.07	4720.39	1
22	18	21.869	18.032	6057.23	4962.82	1
11	18	10.873	18.054	2865.64	4969.23	1
18	18	17.867	18.117	4895.65	4987.59	1
17	18	16.887	18.089	4611.2	4979.43	1
21	18	20.863	18.083	5765.24	4977.68	1
7	18	6.901	18.107	1712.77	4984.68	1
19	18	18.946	18.113	5208.83	4986.43	1
20	18	20.077	18.11	5537.1	4985.55	1
6	18	5.831	18.116	1402.2	4987.3	1
8	18	7.816	18.112	1978.34	4986.13	1
10	18	9.801	18.115	2554.49	4987.01	1
15	18	14.89	18.117	4031.57	4987.59	1
16	18	15.909	18.113	4327.34	4986.43	1
5	18	4.847	18.121	1116.59	4988.76	1
14	18	13.945	18.138	3757.29	4993.71	1
9	18	9.034	18.151	2331.87	4997.5	1
12	18	11.989	18.164	3189.56	5001.29	1
13	18	12.958	18.163	3470.81	5001	1
22	19	22.042	18.983	6107.44	5239.93	1
21	19	20.939	19.035	5787.29	5255.08	1
11	19	10.867	19.073	2863.9	5266.15	1
19	19	18.961	19.08	5213.18	5268.19	1
20	19	20.009	19.089	5517.36	5270.82	1
