x	y	new_x	new_y	pixel_x	pixel_y	selected
10	2	9.918	1.98	2593.74	284.06	1
6	2	5.886	2.002	1421.06	290.43	1
9	2	9.025	2.002	2334.02	290.43	1
8	2	7.971	2.011	2027.47	293.04	1
7	2	6.917	2.025	1720.92	297.1	1
11	3	10.93	3.003	2888.08	580.58	1
10	3	9.902	2.99	2589.09	576.81	1
9	3	9.028	3.01	2334.89	582.6	1
8	3	7.93	3.041	2015.55	591.59	1
12	3	12.008	3.05	3201.61	594.2	1
6	3	5.899	3.046	1424.84	593.04	1
7	3	6.936	3.065	1726.45	598.55	1
11	4	10.935	4.014	2889.53	873.62	1
10	4	9.922	4.009	2594.91	872.17	1
9	4	9.027	4.042	2334.6	881.73	1
15	4	14.955	4.042	4058.72	881.73	1
13	4	13.014	4.06	3494.2	886.95	1
14	4	13.988	4.055	3777.48	885.5	1
6	4	5.988	4.053	1450.73	884.92	1
8	4	7.933	4.059	2016.42	886.66	1
12	4	11.998	4.103	3198.7	899.41	1
7	4	6.93	4.069	1724.7	889.56	1
11	5	10.946	5.012	2892.73	1162.89	1
10	5	9.915	5.02	2592.87	1165.21	1
17	5	16.918	5.033	4629.65	1168.98	1
7	5	6.948	5.047	1729.94	1173.03	1
9	5	9.017	5.048	2331.69	1173.32	1
14	5	13.991	5.045	3778.35	1172.46	1
15	5	14.96	5.039	4060.18	1170.72	1
6	5	5.891	5.051	1422.52	1174.19	1
12	5	12.019	5.07	3204.81	1179.7	1
8	5	7.921	5.058	2012.93	1176.22	1
13	5	13.024	5.083	3497.11	1183.47	1
16	5	15.962	5.101	4351.6	1188.69	1
21	6	20.936	5.973	5798.26	1441.44	1
4	6	3.898	5.982	842.87	1444.05	1
20	6	20.036	5.992	5536.5	1446.95	1
11	6	10.917	5.999	2884.3	1448.97	1
19	6	18.964	6.007	5224.72	1451.29	1
16	6	15.949	6.032	4347.82	1458.54	1
17	6	16.917	6.033	4629.36	1458.83	1
18	6	17.966	6.029	4934.46	1457.67	1
15	6	14.963	6.039	4061.05	1460.57	1
10	6	9.907	6.04	2590.55	1460.86	1
14	6	13.998	6.04	3780.39	1460.86	1
12	6	12.001	6.062	3199.57	1467.24	1
8	6	7.923	6.055	2013.51	1465.21	1
5	6	4.935	6.056	1144.47	1465.5	1
7	6	6.957	6.062	1732.56	1467.24	1
13	6	13.019	6.076	3495.65	1471.29	1
9	6	9.027	6.088	2334.6	1474.77	1
6	6	5.915	6.084	1429.5	1473.61	1
22	7	21.932	6.952	6087.94	1725.2	1
11	7	10.917	6.976	2884.3	1732.16	1
21	7	20.953	6.968	5803.21	1729.84	1
10	7	9.911	6.993	2591.71	1737.09	1
19	7	18.952	7.001	5221.23	1739.41	1
14	7	13.987	7.018	3777.19	1744.34	1
20	7	20.064	7.006	5544.65	1740.86	1
8	7	7.95	7.016	2021.36	1743.76	1
18	7	17.959	7.015	4932.42	1743.47	1
4	7	3.941	7.035	855.37	1749.26	1
9	7	9.023	7.021	2333.44	1745.2	1
17	7	16.937	7.019	4635.18	1744.62	1
15	7	14.956	7.025	4059.02	1746.36	1
6	7	5.902	7.037	1425.72	1749.84	1
12	7	12.044	7.047	3212.08	1752.74	1
7	7	6.936	7.041	1726.45	1751	1
16	7	15.98	7.053	4356.84	1754.48	1
5	7	4.973	7.057	1155.52	1755.64	1
13	7	13.042	7.046	3502.34	1752.45	1
22	8	21.936	7.938	6089.1	2011	1
21	8	20.956	7.933	5804.08	2009.55	1
11	8	10.935	7.958	2889.53	2016.8	1
10	8	9.99	7.978	2614.69	2022.59	1
8	8	7.946	8.012	2020.2	2032.45	1
17	8	16.948	7.985	4638.38	2024.62	1
20	8	20.065	7.998	5544.94	2028.39	1
6	8	5.892	7.997	1422.81	2028.1	1
9	8	9.048	8.009	2340.71	2031.58	1
14	8	13.984	7.999	3776.32	2028.68	1
16	8	15.963	8.001	4351.9	2029.26	1
7	8	6.952	8.009	1731.1	2031.58	1
18	8	17.978	8.012	4937.95	2032.45	1
24	8	24.052	8.025	6704.53	2036.22	1
4	8	3.934	8.02	853.34	2034.77	1
5	8	4.933	8.017	1143.89	2033.9	1
23	8	23.071	8.03	6419.21	2037.67	1
19	8	18.932	8.044	5215.41	2041.72	1
12	8	12.033	8.063	3208.88	2047.23	1
13	8	13.04	8.055	3501.76	2044.91	1
22	9	21.923	8.914	6085.32	2293.9	1
21	9	20.933	8.926	5797.39	2297.37	1
9	9	9.025	8.94	2334.02	2301.43	1
11	9	10.905	8.957	2880.81	2306.36	1
10	9	9.905	8.948	2589.96	2303.75	1
26	9	25.957	8.972	7258.59	2310.71	1
17	9	16.924	8.963	4631.4	2308.1	1
20	9	20.055	8.967	5542.03	2309.26	1
25	9	24.996	8.961	6979.09	2307.52	1
19	9	18.943	8.984	5218.61	2314.19	1
24	9	24.036	8.983	6699.88	2313.9	1
8	9	7.937	8.984	2017.58	2314.19	1
16	9	15.96	8.986	4351.02	2314.77	1
18	9	17.942	8.988	4927.47	2315.35	1
23	9	23.033	8.995	6408.16	2317.37	1
4	9	3.911	8.988	846.65	2315.35	1
14	9	13.974	8.994	3773.41	2317.08	1
5	9	4.915	8.999	1138.65	2318.53	1
15	9	14.929	9.012	4051.16	2322.3	1
7	9	6.929	9.02	1724.41	2324.62	1
13	9	13.019	9.026	3495.65	2326.36	1
6	9	5.88	9.039	1419.32	2330.13	1
12	9	12.022	9.031	3205.68	2327.81	1
22	10	21.936	9.901	6089.1	2579.98	1
21	10	20.957	9.908	5804.37	2582.01	1
17	10	16.961	9.931	4642.16	2588.68	1
