x	y	new_x	new_y	pixel_x	pixel_y	selected
11	15	10.855	14.946	2145.31	3052.12	1
20	15	20.035	14.975	4143.68	3058.47	1
21	15	20.913	14.956	4334.81	3054.31	1
8	15	7.957	14.981	1514.45	3059.78	1
9	15	9.025	14.982	1746.94	3060	1
10	15	9.85	14.978	1926.53	3059.13	1
19	15	18.946	14.998	3906.62	3063.5	1
15	15	14.924	15.01	3031.08	3066.13	1
14	15	14.006	15.031	2831.24	3070.73	1
17	15	16.907	15.063	3462.76	3077.73	1
18	15	17.967	15.069	3693.5	3079.04	1
13	15	12.979	15.072	2607.68	3079.7	1
12	15	12.023	15.095	2399.57	3084.73	1
22	16	21.899	15.956	4549.45	3273.16	1
11	16	10.858	15.969	2145.96	3276.01	1
21	16	20.914	15.959	4335.03	3273.82	1
10	16	9.898	15.961	1936.98	3274.26	1
20	16	20.067	15.968	4150.65	3275.79	1
8	16	7.976	15.986	1518.59	3279.73	1
17	16	16.939	15.995	3469.72	3281.7	1
7	16	6.893	16	1282.83	3282.79	1
9	16	8.982	16.004	1737.58	3283.67	1
5	16	4.928	16.013	855.08	3285.64	1
6	16	5.856	16.007	1057.09	3284.33	1
19	16	18.907	16.013	3898.13	3285.64	1
15	16	14.941	16.013	3034.78	3285.64	1
24	16	24.072	16.03	5022.49	3289.36	1
18	16	17.947	16.03	3689.15	3289.36	1
4	16	3.828	16.033	615.62	3290.02	1
14	16	13.955	16.04	2820.14	3291.55	1
16	16	15.954	16.039	3255.3	3291.33	1
2	16	2.02	16.061	222.04	3296.14	1
12	16	12.032	16.067	2401.53	3297.46	1
23	16	23.021	16.059	4793.7	3295.71	1
13	16	13.016	16.06	2615.73	3295.93	1
3	16	2.938	16.082	421.88	3300.74	1
22	17	21.962	16.907	4563.17	3481.29	1
11	17	10.862	16.944	2146.83	3489.39	1
7	17	6.951	16.96	1295.46	3492.89	1
6	17	5.834	16.967	1052.3	3494.42	1
10	17	9.887	16.971	1934.59	3495.3	1
19	17	18.929	16.965	3902.92	3493.99	1
21	17	20.871	16.97	4325.67	3495.08	1
20	17	20.072	16.977	4151.74	3496.61	1
8	17	7.968	16.993	1516.85	3500.12	1
9	17	9.008	16.988	1743.24	3499.02	1
3	17	2.993	17.017	433.85	3505.37	1
4	17	3.861	17.018	622.8	3505.59	1
5	17	4.879	17.014	844.41	3504.71	1
14	17	13.977	17.01	2824.93	3503.84	1
18	17	17.933	17.023	3686.1	3506.68	1
24	17	24.049	17.019	5017.48	3505.81	1
15	17	14.924	17.019	3031.08	3505.81	1
16	17	15.947	17.021	3253.78	3506.24	1
13	17	13.022	17.042	2617.04	3510.84	1
17	17	16.962	17.048	3474.73	3512.15	1
2	17	1.916	17.072	199.4	3517.4	1
23	17	23.083	17.065	4807.19	3515.87	1
12	17	12.002	17.111	2395	3525.94	1
22	18	21.927	17.942	4555.55	3707.81	1
11	18	10.875	17.955	2149.66	3710.65	1
20	18	20.072	17.959	4151.74	3711.53	1
21	18	20.889	17.958	4329.59	3711.31	1
9	18	9.024	17.992	1746.72	3718.75	1
10	18	9.854	17.978	1927.41	3715.69	1
19	18	18.935	18.002	3904.23	3720.94	1
18	18	17.955	18.023	3690.89	3725.53	1
15	18	14.962	18.026	3039.35	3726.19	1
