x	y	new_x	new_y	pixel_x	pixel_y	selected
5	14	4.888	14.01	1127.76	3787.06	1
4	14	3.886	14.031	837.12	3793.17	1
4	15	3.929	15.041	849.59	4087.17	1
3	15	2.955	15.049	567.07	4089.5	1
6	15	5.871	15.112	1412.89	4107.84	1
7	15	6.887	15.143	1707.6	4116.86	1
5	15	4.901	15.151	1131.53	4119.19	1
9	16	8.933	16.004	2301.07	4367.49	1
5	16	4.879	16.024	1125.15	4373.31	1
4	16	3.989	16.047	867	4380	1
3	16	2.917	16.064	556.05	4384.95	1
6	16	5.891	16.098	1418.7	4394.85	1
7	16	6.864	16.127	1700.93	4403.29	1
11	17	10.897	16.977	2870.75	4650.72	1
10	17	9.886	16.973	2577.5	4649.55	1
8	17	7.92	17.012	2007.23	4660.9	1
9	17	8.925	16.999	2298.75	4657.12	1
4	17	3.965	17.023	860.04	4664.11	1
7	17	6.882	17.088	1706.15	4683.03	1
3	17	2.953	17.065	566.49	4676.33	1
6	17	5.933	17.056	1430.88	4673.71	1
5	17	4.83	17.081	1110.94	4680.99	1
10	18	9.867	17.985	2571.98	4944.13	1
11	18	10.909	17.994	2874.23	4946.75	1
8	18	7.913	18.017	2005.2	4953.45	1
9	18	8.98	18.025	2314.7	4955.78	1
2	18	1.934	18.058	270.92	4965.38	1
4	18	3.923	18.064	847.85	4967.13	1
3	18	2.943	18.074	563.59	4970.04	1
12	18	12.076	18.111	3212.73	4980.81	1
7	18	6.928	18.118	1719.49	4982.85	1
6	18	5.831	18.141	1401.29	4989.54	1
5	18	4.919	18.163	1136.75	4995.95	1
8	19	7.901	18.919	2001.72	5216.01	1
10	19	9.873	18.991	2573.72	5236.97	1
11	19	10.887	18.998	2867.85	5239.01	1
9	19	8.991	19.014	2317.89	5243.66	1
4	19	3.925	19.041	848.43	5251.52	1
14	19	13.948	19.053	3755.73	5255.02	1
2	19	1.984	19.083	285.42	5263.75	1
5	19	4.943	19.071	1143.72	5260.26	1
13	19	13.04	19.078	3492.35	5262.29	1
7	19	6.907	19.068	1713.4	5259.38	1
3	19	2.938	19.084	562.14	5264.04	1
12	19	12.039	19.098	3202	5268.11	1
6	19	5.848	19.134	1406.22	5278.59	1
10	20	9.868	19.939	2572.27	5512.92	1
11	20	10.83	19.966	2851.31	5520.78	1
3	20	2.946	20.03	564.46	5539.41	1
9	20	8.966	20.03	2310.64	5539.41	1
15	20	15.009	20.049	4063.49	5544.94	1
8	20	7.907	20.045	2003.46	5543.78	1
12	20	12.071	20.069	3211.28	5550.76	1
14	20	13.961	20.074	3759.5	5552.22	1
2	20	1.947	20.066	274.69	5549.89	1
6	20	5.815	20.092	1396.65	5557.46	1
5	20	4.909	20.138	1133.85	5570.85	1
4	20	3.948	20.139	855.1	5571.14	1
7	20	6.875	20.129	1704.12	5568.23	1
11	21	10.858	20.979	2859.44	5815.65	1
8	21	7.898	20.999	2000.85	5821.47	1
10	21	9.868	20.999	2572.27	5821.47	1
7	21	6.907	21.001	1713.4	5822.06	1
9	21	8.934	21.008	2301.36	5824.09	1
4	21	3.992	21.012	867.87	5825.26	1
2	21	1.97	21.044	281.36	5834.57	1
14	21	13.985	21.052	3766.46	5836.9	1
3	21	2.904	21.054	552.28	5837.48	1
17	21	16.914	21.078	4616.05	5844.47	1
15	21	14.996	21.123	4059.71	5857.57	1
6	21	5.814	21.133	1396.36	5860.48	1
5	21	4.866	21.13	1121.38	5859.61	1
8	22	7.969	21.981	2021.45	6107.32	1
5	22	4.876	22.013	1124.28	6116.64	1
11	22	10.902	22.025	2872.2	6120.13	1
4	22	3.997	22.017	869.32	6117.8	1
6	22	5.87	22.02	1412.6	6118.67	1
3	22	2.995	22.042	578.67	6125.08	1
15	22	15.012	22.036	4064.36	6123.33	1
9	22	8.933	22.042	2301.07	6125.08	1
10	22	9.921	22.054	2587.65	6128.57	1
16	22	15.902	22.064	4322.51	6131.48	1
13	22	13.028	22.06	3488.87	6130.32	1
