x	y	new_x	new_y	pixel_x	pixel_y	selected
3	21	2.95	21.06	645.4	4590.5	1
4	18	3.95	18.09	863	3942.1	1
4	19	3.88	19.11	848.5	4164.1	1
4	20	3.93	20.09	859.4	4378.8	1
4	21	3.94	21.09	861.2	4596.7	1
4	22	3.91	22.06	854.7	4809	1
4	23	3.91	23.03	853	5022.5	1
4	24	3.95	24.06	862.4	5245.8	1
5	17	4.84	17.09	1054.7	3723.6	1
5	18	4.87	18.12	1061.6	3948.1	1
5	19	5	19	1089.7	4139.6	1
5	20	4.89	20.07	1065.6	4375	1
5	21	4.92	21.04	1071.7	4585.8	1
5	22	4.91	22.09	1069.7	4815.6	1
5	23	4.98	23.02	1084.5	5019.1	1
5	24	4.94	24.02	1077.1	5238.2	1
5	25	4.96	25	1082.2	5452.2	1
5	26	4.9	25.99	1068.7	5668.8	1
6	17	5.95	17.1	1295.5	3724.9	1
6	18	5.89	18.2	1282.7	3966	1
6	19	5.91	19.17	1285.8	4177.9	1
6	20	5.95	20.07	1294.9	4374	1
6	21	5.97	21.08	1299	4595.6	1
6	22	5.95	22.11	1294.7	4820.7	1
6	23	5.95	23.03	1294.2	5022.5	1
6	24	5.95	24.06	1295.2	5247.1	1
6	25	5.95	25.03	1294.5	5458.6	1
6	26	5.97	26.09	1300.6	5691.5	1
6	27	5.99	27.03	1302.9	5895.9	1
6	28	5.97	28.14	1299.7	6138.9	1
6	29	5.95	28.93	1296.3	6312.4	1
6	30	5.97	29.99	1299.1	6543.9	1
6	31	5.99	31.08	1304.9	6782.2	1
7	17	6.93	17.09	1507.3	3723.9	1
7	18	6.97	18.12	1515.7	3948.6	1
7	19	6.95	19.13	1510.7	4169.9	1
7	20	6.94	20.05	1509.8	4370.6	1
7	21	6.89	21.18	1499	4617.4	1
7	22	6.96	22.09	1513.5	4815.9	1
7	23	6.94	23.1	1508.6	5037	1
7	24	6.94	24.07	1509.9	5249.2	1
7	25	6.92	25.14	1505.7	5482.1	1
7	26	6.97	26.03	1516.3	5676.8	1
7	27	6.92	27.13	1504.3	5918.2	1
7	28	6.94	28.06	1510.4	6120.9	1
7	29	6.92	29.03	1505.7	6333.3	1
7	30	6.97	30.05	1515.6	6555.3	1
7	31	6.99	31.1	1520	6785.4	1
8	17	8.18	17.16	1777.3	3737.6	1
8	18	8.02	18.12	1743.9	3949.1	1
8	19	8.03	19.11	1744.6	4165.5	1
8	20	8.07	20.04	1753.8	4368.1	1
8	21	8.09	21.06	1757.5	4590.4	1
8	22	8.06	22.05	1750.9	4807.5	1
8	23	8.07	23	1754.7	5014.9	1
8	24	8.07	24.07	1753.3	5248.8	1
8	25	8.07	24.98	1753.5	5448.3	1
8	26	8.07	25.97	1753.9	5665.1	1
8	27	8.13	26.98	1766.4	5884.9	1
8	28	8.08	28.07	1755.9	6123.2	1
8	29	8.07	28.96	1753.9	6319	1
8	30	8.09	29.91	1758	6524.8	1
8	31	8.05	31.04	1750	6773.6	1
9	16	8.91	16.14	1935.7	3514.9	1
9	17	8.89	17.08	1930.4	3721.7	1
9	18	8.9	18.08	1932.6	3938.5	1
9	19	8.93	19.06	1939.4	4153.7	1
9	20	8.93	20.02	1940.3	4364.3	1
9	21	8.88	21.02	1930	4583.2	1
9	22	8.9	22.02	1933.4	4801.2	1
9	23	8.94	22.97	1941.1	5008.5	1
9	24	8.93	24.04	1939	5242.1	1
9	25	8.98	24.97	1951	5445.3	1
9	26	8.83	25.98	1917.6	5666.5	1
9	27	8.9	27.06	1933.3	5903	1
9	28	8.93	28.03	1939.9	6115	1
9	29	8.98	28.96	1950.5	6318.1	1
9	30	8.91	30	1935.1	6545.7	1
9	31	8.96	30.98	1947.1	6760.3	1
10	16	9.89	16.1	2148.5	3506	1
10	17	9.92	17.04	2155.1	3711.8	1
10	18	9.9	18.03	2150.1	3928.8	1
10	19	9.91	19.04	2152.1	4149.3	1
10	20	9.92	20.02	2155	4362.6	1
10	21	9.87	21.04	2144.1	4586.6	1
10	22	9.94	21.92	2157.6	4779.6	1
10	23	9.96	22.93	2162.7	4999.9	1
10	24	9.89	23.98	2148	5228.3	1
10	25	9.92	24.98	2155	5448.6	1
10	26	9.96	25.86	2162.3	5639.9	1
10	27	9.97	26.94	2165	5876.6	1
10	28	9.96	28	2162.8	6107.2	1
10	29	9.92	28.99	2153.5	6325.4	1
10	30	10	29.97	2170.5	6538.5	1
10	31	9.95	30.96	2160.7	6754.6	1
11	15	11.08	15.1	2404.7	3289	1
11	16	11.06	16.14	2400.7	3516.1	1
11	17	10.99	17.08	2385.6	3721.5	1
11	18	11.03	18.14	2394.4	3951.8	1
11	19	11.08	19.13	2405.5	4168.5	1
11	20	11.06	20.12	2400.2	4385.3	1
11	21	11.1	21.12	2409.1	4603.9	1
11	22	11.07	22.03	2402.6	4803.6	1
11	23	11.04	23.01	2396.5	5016.9	1
11	24	11.08	24	2406.1	5234.3	1
11	25	11.06	25.07	2400.5	5468.6	1
11	26	11.1	26.03	2409.1	5678.3	1
11	27	11.07	27.06	2403.1	5902.4	1
11	28	11.11	28.07	2412.1	6122.7	1
11	29	11.11	28.96	2411.8	6318	1
11	30	11.15	29.97	2420.3	6538.1	1
12	15	12.09	15.12	2622.6	3291.6	1
12	16	12.06	16.2	2616.3	3528.3	1
12	17	12.15	17.08	2637.1	3721.3	1
12	18	12.13	18.09	2632.9	3942.7	1
12	19	12.11	19.08	2627.1	4159	1
12	20	12.1	20.11	2624.7	4382.8	1
12	21	12.07	21.03	2619.6	4583.5	1
12	22	12.08	22.04	2621.5	4804.5	1
12	23	12.14	23.03	2635.3	5022.4	1
12	24	12.12	23.96	2630.1	5225.3	1
12	25	12.14	25.03	2634.4	5458.6	1
12	26	12.1	26.03	2625.1	5677.7	1
12	27	12.17	26.94	2639.9	5875.7	1
12	28	12.08	28.03	2621.5	6114.9	1
12	29	12.07	28.84	2619	6290.8	1
12	30	12.1	29.93	2625.5	6529.7	1
12	31	12.17	31.01	2640.1	6765.8	1
13	14	13.04	14.11	2829.9	3071.9	1
13	15	13.02	15.11	2824.2	3289.7	1
13	16	13.08	16.11	2837.1	3508.1	1
13	17	13.05	17.11	2831.4	3727.3	1
