x	y	new_x	new_y	pixel_x	pixel_y	selected
9	12	9.027	11.95	2327.08	3185.81	1
11	12	10.913	11.978	2873.84	3193.95	1
20	12	20.056	11.958	5524.45	3188.13	1
6	12	5.958	11.995	1437.36	3198.9	1
19	12	19.08	12	5241.5	3200.35	1
10	12	9.891	12	2577.56	3200.35	1
18	12	17.923	12	4906.08	3200.35	1
7	12	6.925	12.02	1717.69	3206.17	1
14	12	14.007	12.025	3770.81	3207.63	1
15	12	15.048	12.032	4072.6	3209.66	1
8	12	7.97	12.033	2020.65	3209.95	1
3	12	2.9	12.071	550.82	3221.01	1
12	12	12.097	12.061	3217.09	3218.1	1
4	12	4	12.054	869.72	3216.06	1
13	12	13.067	12.053	3498.3	3215.77	1
17	12	17.013	12.099	4642.27	3229.16	1
16	12	15.938	12.135	4330.62	3239.63	1
5	12	4.95	12.155	1145.13	3245.45	1
20	13	20.106	12.944	5538.95	3475	1
11	13	10.932	12.971	2879.35	3482.86	1
9	13	9.032	12.989	2328.53	3488.09	1
18	13	17.975	12.995	4921.16	3489.84	1
19	13	18.979	12.993	5212.22	3489.26	1
21	13	20.974	13.009	5790.59	3493.91	1
7	13	6.897	13.028	1709.58	3499.44	1
14	13	14.021	13.045	3774.87	3504.39	1
10	13	9.869	13.021	2571.18	3497.4	1
15	13	15.048	13.043	4072.6	3503.8	1
13	13	13.1	13.041	3507.87	3503.22	1
8	13	7.958	13.04	2017.17	3502.93	1
3	13	2.933	13.063	560.39	3509.62	1
4	13	3.995	13.069	868.27	3511.37	1
12	13	12.096	13.086	3216.8	3516.32	1
6	13	5.946	13.116	1433.88	3525.04	1
17	13	16.957	13.142	4626.03	3532.61	1
16	13	15.98	13.148	4342.8	3534.35	1
5	13	4.946	13.178	1143.97	3543.08	1
11	14	10.94	13.971	2881.67	3773.8	1
20	14	20.079	13.962	5531.12	3771.18	1
18	14	18.005	13.981	4929.86	3776.71	1
9	14	8.98	13.975	2313.45	3774.96	1
5	14	4.967	14.029	1150.06	3790.67	1
21	14	20.962	14.006	5787.11	3783.98	1
10	14	9.915	14.029	2584.51	3790.67	1
4	14	3.96	14.033	858.12	3791.84	1
15	14	15.033	14.031	4068.25	3791.25	1
14	14	14.056	14.054	3785.02	3797.95	1
12	14	12.08	14.087	3212.16	3807.55	1
19	14	18.995	14.062	5216.86	3800.27	1
8	14	7.962	14.066	2018.33	3801.44	1
13	14	13.104	14.086	3509.03	3807.26	1
17	14	16.97	14.091	4629.8	3808.71	1
6	14	5.882	14.153	1415.32	3826.75	1
7	14	6.972	14.144	1731.32	3824.13	1
16	14	15.98	14.177	4342.8	3833.73	1
6	15	5.839	14.894	1402.86	4042.34	1
20	15	20.069	14.947	5528.22	4057.76	1
11	15	10.894	14.991	2868.33	4070.56	1
9	15	8.933	14.986	2299.83	4069.1	1
21	15	20.982	15.002	5792.91	4073.76	1
19	15	19.026	15.031	5225.85	4082.2	1
10	15	9.967	15.016	2599.59	4077.83	1
8	15	7.997	15.025	2028.47	4080.45	1
4	15	3.958	15.047	857.54	4086.85	1
15	15	15.029	15.043	4067.09	4085.69	1
14	15	14.021	15.051	3774.87	4088.01	1
