x	y	new_x	new_y	pixel_x	pixel_y	selected
19	8	18.882	7.927	5201.99	2009.03	1
18	8	17.876	7.939	4909.33	2012.51	1
20	8	20.007	7.946	5529.26	2014.54	1
17	8	16.872	7.962	4617.26	2019.18	1
16	8	15.881	7.992	4328.98	2027.89	1
17	9	16.802	8.933	4596.9	2300.8	1
16	9	15.937	8.923	4345.27	2297.9	1
11	9	10.87	8.933	2871.24	2300.8	1
21	9	20.859	8.918	5777.11	2296.45	1
10	9	9.86	8.922	2577.43	2297.61	1
18	9	17.898	8.923	4915.73	2297.9	1
19	9	18.916	8.925	5211.88	2298.48	1
20	9	19.972	8.939	5519.07	2302.54	1
15	9	14.955	8.965	4059.6	2310.08	1
13	9	12.967	8.963	3481.28	2309.5	1
14	9	13.927	8.977	3760.55	2313.56	1
12	9	12.043	8.995	3212.48	2318.79	1
17	10	16.796	9.738	4595.16	2534.28	1
21	10	20.899	9.898	5788.74	2580.68	1
19	10	18.909	9.916	5209.84	2585.9	1
16	10	15.921	9.905	4340.61	2582.71	1
5	10	4.878	9.925	1128.13	2588.51	1
18	10	17.907	9.927	4918.35	2589.09	1
10	10	9.856	9.924	2576.27	2588.22	1
11	10	10.885	9.948	2875.61	2595.18	1
6	10	5.869	9.942	1416.42	2593.44	1
20	10	19.973	9.943	5519.36	2593.73	1
7	10	6.924	9.946	1723.33	2594.6	1
15	10	14.951	9.945	4058.43	2594.31	1
12	10	12.034	9.985	3209.86	2605.91	1
13	10	12.972	9.979	3482.73	2604.17	1
14	10	13.925	10.008	3759.96	2612.58	1
8	10	7.705	10.002	1950.53	2610.84	1
22	11	21.893	10.897	6077.9	2870.42	1
20	11	19.967	10.881	5517.62	2865.78	1
7	11	6.975	10.882	1738.16	2866.07	1
5	11	4.887	10.907	1130.75	2873.32	1
21	11	20.907	10.888	5791.07	2867.81	1
8	11	7.862	10.926	1996.2	2878.83	1
16	11	15.922	10.901	4340.9	2871.58	1
19	11	18.92	10.901	5213.04	2871.58	1
17	11	16.893	10.91	4623.37	2874.19	1
18	11	17.92	10.911	4922.13	2874.48	1
12	11	12.047	10.959	3213.64	2888.4	1
6	11	5.855	10.933	1412.35	2880.86	1
4	11	3.981	10.944	867.19	2884.05	1
23	11	23.055	10.957	6415.94	2887.82	1
15	11	14.951	10.941	4058.43	2883.18	1
13	11	12.993	10.951	3488.84	2886.08	1
14	11	13.964	10.954	3771.31	2886.95	1
18	12	17.866	11.849	4906.42	3146.53	1
20	12	19.977	11.905	5520.53	3162.77	1
10	12	9.804	11.893	2561.14	3159.29	1
19	12	18.908	11.883	5209.55	3156.39	1
22	12	21.916	11.901	6084.6	3161.61	1
25	12	24.966	11.91	6971.86	3164.22	1
11	12	10.876	11.91	2872.99	3164.22	1
21	12	20.906	11.903	5790.78	3162.19	1
16	12	15.929	11.904	4342.94	3162.48	1
17	12	16.883	11.905	4620.46	3162.77	1
8	12	7.892	11.916	2004.93	3165.96	1
9	12	8.963	11.92	2316.49	3167.12	1
6	12	5.896	11.925	1424.28	3168.57	1
23	12	23.07	11.945	6420.3	3174.37	1
5	12	4.9	11.925	1134.53	3168.57	1
7	12	6.899	11.928	1716.06	3169.44	1
15	12	14.983	11.924	4067.74	3168.28	1
12	12	12.029	11.959	3208.41	3178.43	1
4	12	3.917	11.944	848.57	3174.08	1
13	12	12.983	11.942	3485.93	3173.5	1
14	12	13.951	11.965	3767.53	3180.17	1
24	12	23.975	12.002	6683.57	3190.9	1
8	13	7.778	12.786	1971.76	3418.29	1
